,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC03NORMAL2_9018,24,2761.612487435341,1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,1,Myofibroblasts
BC03NORMAL2_9026,24,2244.701169729233,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,1,Myofibroblasts
BC03NORMAL2_9049,24,2045.9297597408295,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,1,Myofibroblasts
BC03NORMAL2_9053,24,1975.2284853458405,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,1,Myofibroblasts
BC03NORMAL2_9067,24,2403.080462694168,1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376,1,Myofibroblasts
BC03NORMAL2_9113,24,2410.3573322296143,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,1,Myofibroblasts
BC03NORMAL2_9117,24,1854.8653305768967,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,1,Myofibroblasts
BC03NORMAL2_9121,24,1998.7425043582916,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,1,Myofibroblasts
BC03NORMAL2_9147,24,1762.4654653072357,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,20,Myofibroblasts
BC03NORMAL2_9151,24,2148.5559186935425,1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,20,Myofibroblasts
BC03NORMAL2_9184,24,1832.6590111255646,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,1,Myofibroblasts
BC03NORMAL2_9212,24,2074.5478028059006,997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,1,Myofibroblasts
BC03NORMAL2_9224,24,2056.985185146332,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,1,Myofibroblasts
BC03NORMAL2_9229,24,2049.4023876190186,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,1,Myofibroblasts
BC03NORMAL2_9233,24,1920.6737847328186,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,1,Myofibroblasts
BC03NORMAL2_9236,24,2157.768528699875,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136,1,Myofibroblasts
BC03NORMAL2_9252,24,1981.095577955246,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,1,Myofibroblasts
BC03NORMAL2_9282,24,2197.183219432831,1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,1,Myofibroblasts
BC03NORMAL2_9295,24,2162.50698697567,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,1,Myofibroblasts
BC03NORMAL2_9331,24,1856.3340780735016,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,1,Myofibroblasts
BC03NORMAL2_9348,24,2064.749415874481,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918,1,Myofibroblasts
BC03NORMAL2_9355,24,1896.6987211704254,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,1,Myofibroblasts
BC03NORMAL2_9367,24,2275.7350960969925,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,1,Myofibroblasts
BC03NORMAL2_9377,24,1698.8962829113007,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,20,Myofibroblasts
BC03NORMAL2_9386,24,2029.9063148498535,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,1,Myofibroblasts
BC03NORMAL2_9393,24,2369.057771921158,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,1,Myofibroblasts
BC03NORMAL2_9444,24,2156.7137322425842,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161,1,Myofibroblasts
BC03NORMAL2_9457,24,2340.5520057678223,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1,Myofibroblasts
BC03NORMAL2_9470,24,2141.3058540821075,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,1,Myofibroblasts
BC03NORMAL2_9477,24,1605.568263053894,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,1,Myofibroblasts
BC03NORMAL2_9487,24,2234.5996055603027,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054,1,Myofibroblasts
BC03NORMAL2_9488,24,2188.431291103363,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,Myofibroblasts
BC03NORMAL2_9491,24,2193.0534195899963,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066,1,Myofibroblasts
BC03NORMAL2_9494,24,1797.73735165596,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,1,Myofibroblasts
BC03NORMAL2_9499,24,1856.7073929309845,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,1,Myofibroblasts
BC03NORMAL2_9500,24,2171.8635388612747,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,20,Myofibroblasts
BC03NORMAL2_9543,24,2285.3574340343475,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216,1,Myofibroblasts
BC03NORMAL2_9552,24,2353.9438341856003,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161,1,Myofibroblasts
BC03NORMAL2_9553,24,2268.4972212314606,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089,1,Myofibroblasts
BC03NORMAL2_9566,24,2477.9887869358063,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1,Myofibroblasts
BC03NORMAL2_9579,24,2144.4125678539276,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,1,Myofibroblasts
BC03NORMAL2_9608,24,2395.2834827899933,1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193,1,Myofibroblasts
BC03NORMAL2_9612,24,2352.044045686722,1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221,1,Myofibroblasts
BC03NORMAL2_9615,24,2649.500149488449,1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571,1,Myofibroblasts
BC03NORMAL2_9622,24,1864.6481366157532,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,1,Myofibroblasts
BC03NORMAL2_9637,24,2872.8141074180603,1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,1,Myofibroblasts
BC03NORMAL2_9656,24,2234.287662744522,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097,1,Myofibroblasts
BC03NORMAL2_9659,24,1741.4539685249329,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,1,Myofibroblasts
BC03NORMAL2_9694,24,1804.7466192245483,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,1,Myofibroblasts
BC03NORMAL2_9696,24,1956.1906645298004,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,1,Myofibroblasts
BC03NORMAL2_9704,24,2854.940910935402,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723,1,Myofibroblasts
BC03NORMAL2_9709,24,1793.1261541843414,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,1,Myofibroblasts
BC03NORMAL2_9716,24,1943.0449924468994,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,1,Myofibroblasts
BC03NORMAL2_9719,24,1969.5859154462814,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,1,Myofibroblasts
BC03NORMAL2_9720,24,2430.556661605835,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,1,Myofibroblasts
BC03NORMAL2_9732,24,1814.1728501319885,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,1,Myofibroblasts
BC03NORMAL2_9759,24,2008.4643142223358,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,1,Myofibroblasts
BC03NORMAL2_9822,24,1867.621973991394,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,1,Myofibroblasts
BC03NORMAL2_9854,24,2150.200287103653,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992,1,Myofibroblasts
BC03NORMAL2_9875,24,2174.346743583679,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,1,Myofibroblasts
BC03NORMAL2_9913,24,2244.993369936943,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,1,Myofibroblasts
BC03NORMAL2_9965,24,1942.5279734134674,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,1,Myofibroblasts
BC03NORMAL2_9967,24,2316.1035990715027,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,1,Myofibroblasts
BC03NORMAL2_9970,24,1782.4099204540253,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,1,Myofibroblasts
BC03NORMAL2_10055,24,1983.78586769104,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,1,Myofibroblasts
BC03NORMAL2_10069,24,2079.476031064987,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,1,Myofibroblasts
BC03NORMAL2_10092,24,2371.9731459617615,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183,20,Myofibroblasts
BC03NORMAL2_10099,24,1565.7321226596832,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,1,Myofibroblasts
BC03NORMAL2_10188,24,3006.009699344635,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036,1,Myofibroblasts
BC03NORMAL2_10210,24,2119.2809740304947,1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,1,Myofibroblasts
BC03NORMAL2_10215,24,2105.734335541725,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,1,Myofibroblasts
BC03NORMAL2_10222,24,2691.7466928958893,1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,1,Myofibroblasts
BC03NORMAL2_10244,24,2217.8645527362823,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105,1,Myofibroblasts
BC03NORMAL2_10275,24,1966.2513440847397,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,1,Myofibroblasts
BC03NORMAL2_10280,24,2160.959366798401,1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123,1,Myofibroblasts
BC03NORMAL2_10293,24,1645.7009921073914,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,1,Myofibroblasts
BC03NORMAL2_10303,24,2432.8304471969604,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,1,Myofibroblasts
BC03NORMAL2_10310,24,1665.9917266368866,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,1,Myofibroblasts
BC03NORMAL2_10341,24,2978.1822426319122,2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218,1,Myofibroblasts
BC03NORMAL2_10354,24,2678.8052320480347,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562,1,Myofibroblasts
BC03NORMAL2_10406,24,2036.6159156560898,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,1,Myofibroblasts
BC03NORMAL2_10414,24,1797.2967836856842,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,1,Myofibroblasts
BC03NORMAL2_10419,24,1928.6812663078308,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,1,Myofibroblasts
BC03NORMAL2_10432,24,2463.5018804073334,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,1,Myofibroblasts
BC03NORMAL2_10466,24,1719.962120771408,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,1,Myofibroblasts
BC03NORMAL2_10497,24,2479.5292212963104,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,1,Myofibroblasts
BC03NORMAL2_10539,24,2375.8866686820984,1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191,1,Myofibroblasts
BC03NORMAL2_10562,24,2381.6354942321777,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255,1,Myofibroblasts
BC03NORMAL2_10567,24,2056.352591753006,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,20,Myofibroblasts
BC03NORMAL2_10589,24,2137.938700199127,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,1,Myofibroblasts
BC03NORMAL2_10613,24,2686.8545920848846,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1719,1,Myofibroblasts
BC03NORMAL2_10653,24,2505.9996650218964,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,1,Myofibroblasts
BC03NORMAL2_10693,24,2362.8939476013184,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,1,Myofibroblasts
BC03NORMAL2_10715,24,2636.9022529125214,1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433,1,Myofibroblasts
BC03NORMAL2_10742,24,2406.5898557901382,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,1,Myofibroblasts
BC03NORMAL2_10767,24,2717.972300052643,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,1,Myofibroblasts
BC03NORMAL2_10771,24,2431.6621487140656,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,1,Myofibroblasts
BC03NORMAL2_10806,24,2391.340094804764,1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237,1,Myofibroblasts
BC03NORMAL2_10808,24,1705.2783553600311,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,1,Myofibroblasts
BC03NORMAL2_10830,24,2284.677489042282,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218,1,Myofibroblasts
BC03NORMAL2_10895,24,1801.208892583847,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,1,Myofibroblasts
BC03NORMAL2_10901,24,2310.6507489681244,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206,1,Myofibroblasts
BC03NORMAL2_10903,24,1892.3609721660614,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,1,Myofibroblasts
BC03NORMAL2_10907,24,2189.243926167488,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,1,Myofibroblasts
BC03NORMAL2_10945,24,1650.0372524261475,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,1,Myofibroblasts
BC03NORMAL2_10946,24,2281.27852332592,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173,1,Myofibroblasts
BC03NORMAL2_10954,24,1671.6510667800903,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,1,Myofibroblasts
BC03NORMAL2_10959,24,2571.7453134059906,1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392,1,Myofibroblasts
BC03NORMAL2_10960,24,2732.916911125183,1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1754,1,Myofibroblasts
BC03NORMAL2_10966,24,2045.1153628826141,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,1,Myofibroblasts
BC03NORMAL4_49208,25,2925.9924701452255,1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,1,Myofibroblasts
BC03NORMAL4_49213,25,3156.5880826711655,2172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172,1,Myofibroblasts
BC03NORMAL4_49215,25,1869.6151220798492,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,1,Myofibroblasts
BC03NORMAL4_49224,25,2090.4823100566864,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992,1,Myofibroblasts
BC03NORMAL4_49225,25,1958.57803440094,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,1,Myofibroblasts
BC03NORMAL4_49254,25,2410.9788279533386,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,1,Myofibroblasts
BC03NORMAL4_49257,25,2153.707164287567,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,1,Myofibroblasts
BC03NORMAL4_49258,25,2414.9204449653625,1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191,1,Myofibroblasts
BC03NORMAL4_49267,25,2078.389515519142,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,1,Myofibroblasts
BC03NORMAL4_49280,25,1893.898050069809,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,1,Myofibroblasts
BC03NORMAL4_49299,25,2447.0588433742523,1403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403,1,Myofibroblasts
BC03NORMAL4_49302,25,2407.854875564575,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347,1,Myofibroblasts
BC03NORMAL4_49325,25,2327.864264011383,1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154,20,Myofibroblasts
BC03NORMAL4_49330,25,1765.6750473976135,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,1,Myofibroblasts
BC03NORMAL4_49338,25,2292.6327662467957,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,1,Myofibroblasts
BC03NORMAL4_49345,25,2515.4963814020157,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,1,Myofibroblasts
BC03NORMAL4_49354,25,2796.0025178194046,1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,1,Myofibroblasts
BC03NORMAL4_49366,25,2440.4967472553253,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,1,Myofibroblasts
BC03NORMAL4_49372,25,1772.6100375652313,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,1,Myofibroblasts
BC03NORMAL4_49378,25,1790.00071310997,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,20,Myofibroblasts
BC03NORMAL4_49388,25,1952.3392660617828,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891,1,Myofibroblasts
BC03NORMAL4_49403,25,2660.7163982391357,1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1487,1,Myofibroblasts
BC03NORMAL4_49409,25,2483.762445449829,1316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316,1,Myofibroblasts
BC03NORMAL4_49431,25,2420.081183195114,1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323,1,Myofibroblasts
BC03NORMAL4_49447,25,1739.1869418621063,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,20,Myofibroblasts
BC03NORMAL4_49448,25,2226.505891561508,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,1,Myofibroblasts
BC03NORMAL4_49465,25,2108.9296956062317,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956,1,Myofibroblasts
BC03NORMAL4_49486,25,2198.493737220764,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,1,Myofibroblasts
BC03NORMAL4_49488,25,3262.268197655678,2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244,1,Myofibroblasts
BC03NORMAL4_49507,25,2517.5054924488068,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347,1,Myofibroblasts
BC03NORMAL4_49525,25,2583.1844959259033,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,1,Myofibroblasts
BC03NORMAL4_49549,25,2798.6208319664,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,1,Myofibroblasts
BC03NORMAL4_49565,25,2256.1613696813583,1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236,1,Myofibroblasts
BC03NORMAL4_49583,25,2170.8257780075073,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079,1,Myofibroblasts
BC03NORMAL4_49610,25,2488.0218559503555,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293,1,Myofibroblasts
BC03NORMAL4_49627,25,2579.1963119506836,1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369,1,Myofibroblasts
BC03NORMAL4_49635,25,2911.143334031105,1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,1,Myofibroblasts
BC03NORMAL4_49679,25,1668.7177629470825,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671,1,Myofibroblasts
BC03NORMAL4_49691,25,2117.7944679260254,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,20,Myofibroblasts
BC03NORMAL4_49693,25,2345.945554494858,1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239,1,Myofibroblasts
BC03NORMAL4_49698,25,2613.7225964069366,1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,1,Myofibroblasts
BC03NORMAL4_49717,25,2667.92674100399,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589,1,Myofibroblasts
BC03NORMAL4_49740,25,2500.0821982622147,1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289,1,Myofibroblasts
BC03NORMAL4_49742,25,2679.7442836761475,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507,1,Myofibroblasts
BC03NORMAL4_49769,25,2387.614619255066,1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,1,Myofibroblasts
BC03NORMAL4_49771,25,2234.063991546631,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,20,Myofibroblasts
BC03NORMAL4_49782,25,2303.2924596071243,1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058,20,Myofibroblasts
BC03NORMAL4_49838,25,2639.7371665239334,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786,1,Myofibroblasts
BC03NORMAL4_49840,25,2006.5955044031143,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,1,Myofibroblasts
BC03NORMAL4_49854,25,2177.204756617546,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,1,Myofibroblasts
BC03NORMAL4_49857,25,2960.9587342739105,1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,1,Myofibroblasts
BC03NORMAL4_49883,25,2910.4360859394073,2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2073,16,Myofibroblasts
BC03NORMAL4_49920,25,2325.4551718235016,1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276,1,Myofibroblasts
BC03NORMAL4_49923,25,2253.7897362709045,1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067,1,Myofibroblasts
BC03NORMAL4_49930,25,2301.7731025218964,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217,1,Myofibroblasts
BC03NORMAL4_49938,25,2217.4553706645966,1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082,1,Myofibroblasts
BC03NORMAL4_49956,25,2079.288810968399,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,1,Myofibroblasts
BC03NORMAL4_49958,25,1882.7802476882935,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,1,Myofibroblasts
BC03NORMAL4_49980,25,2874.579458475113,1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,1,Myofibroblasts
BC03NORMAL4_49999,25,2706.14533495903,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,1,Myofibroblasts
BC03NORMAL4_50005,25,2179.55167222023,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,1,Myofibroblasts
BC03NORMAL4_50008,25,1706.3665549755096,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,1,Myofibroblasts
BC03NORMAL4_50033,25,2515.3163582086563,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479,1,Myofibroblasts
BC03NORMAL4_50036,25,1810.6806857585907,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,1,Myofibroblasts
BC03NORMAL4_50075,25,2222.8624033927917,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,1,Myofibroblasts
BC03NORMAL4_50079,25,2000.2912430763245,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,1,Myofibroblasts
