,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC04BLOOD2_33797,30,1670.5317122936249,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,15,B
BC04BLOOD2_33800,30,1576.0446298122406,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,15,B
BC04BLOOD2_33826,30,1754.96229159832,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,15,B
BC04BLOOD2_33938,30,1611.8592195510864,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,15,B
BC04BLOOD2_33945,30,1590.246778011322,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,15,B
BC04BLOOD2_33957,30,1607.1198379993439,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,15,B
BC04BLOOD2_33994,30,1776.7935267686844,816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,15,B
BC04BLOOD2_33998,30,1519.025946855545,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,15,B
BC04BLOOD2_34043,30,1745.3651013374329,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,15,B
BC04BLOOD2_34047,30,1522.5122563838959,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,15,B
BC04BLOOD2_34169,30,1468.7924783229828,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,15,B
BC04BLOOD2_34205,30,1574.474246263504,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,15,B
BC04BLOOD2_34207,30,1628.8140089511871,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,15,B
BC04BLOOD2_34234,30,1478.2680404186249,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,15,B
BC04BLOOD2_34290,30,1546.9058046340942,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,15,B
BC04BLOOD2_34300,30,1667.371085882187,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,15,B
BC04BLOOD2_34336,30,1466.6673247814178,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,15,B
BC04BLOOD2_34342,30,1477.0295538902283,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,15,B
BC04BLOOD2_34367,30,1704.4610450267792,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,15,B
BC04BLOOD2_34408,30,1506.2499096393585,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,15,B
BC04BLOOD2_34433,30,1668.7433030605316,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,15,B
BC04BLOOD2_34437,30,1531.0061626434326,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,15,B
BC04BLOOD2_34462,30,1453.9777331352234,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,15,B
BC04BLOOD2_34529,30,1722.0561082363129,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,15,B
BC04BLOOD2_34576,30,1554.5225343704224,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,15,B
BC04BLOOD2_34597,30,1397.696615934372,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,15,B
BC04BLOOD2_34605,30,1463.7861833572388,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,15,B
BC04BLOOD2_34641,30,1442.1544663906097,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,15,B
BC04BLOOD2_34673,30,1949.4484773874283,906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,15,B
BC04BLOOD2_34697,30,2043.493805885315,949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,15,B
BC04BLOOD2_34703,30,1848.7652835845947,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,15,B
BC04BLOOD2_34706,30,1417.9550108909607,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,15,B
BC04BLOOD2_34722,30,1810.673533320427,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,15,B
BC04BLOOD2_34750,30,1433.622027873993,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,15,B
BC04BLOOD2_34758,30,1393.5501689910889,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,15,B
BC04BLOOD2_34776,30,1891.0517480373383,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,15,B
BC04BLOOD2_34780,30,1579.3010828495026,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623,15,B
BC04BLOOD2_34843,30,1577.4857606887817,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,15,B
BC04BLOOD2_34862,30,1498.2852652072906,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,15,B
BC04BLOOD2_34897,30,1596.1828792095184,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,15,B
BC04BLOOD2_34898,30,1451.0157701969147,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,15,B
BC04BLOOD2_34996,30,1692.4312915802002,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,15,B
BC04BLOOD2_35016,30,1995.332718372345,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,15,B
BC04BLOOD2_35051,30,1521.4990670681,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,15,B
BC04BLOOD2_35056,30,1552.683032989502,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,15,B
BC04BLOOD2_35063,30,1357.9912180900574,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,15,B
BC04BLOOD2_35136,30,1476.2943940162659,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,15,B
BC04BLOOD2_35187,30,1728.6336867809296,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,15,B
BC04BLOOD2_35229,30,1460.1467471122742,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,15,B
BC04BLOOD2_35231,30,1708.7587903738022,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,15,B
BC04BLOOD2_35235,30,1558.9642033576965,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623,15,B
BC04BLOOD2_35267,30,1599.9491391181946,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,15,B
BC04BLOOD2_35269,30,1467.0172164440155,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,15,B
BC04BLOOD2_35293,30,1497.3354768753052,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,15,B
BC04BLOOD2_35340,30,1941.8892452716827,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,15,B
BC04BLOOD2_35416,30,1386.6043372154236,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,15,B
BC04BLOOD2_35446,30,1515.4739711284637,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,15,B
BC04BLOOD2_35479,30,1625.9182081222534,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,15,B
BC04BLOOD2_35482,30,1451.4799740314484,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,15,B
BC04BLOOD2_35486,30,1413.067171573639,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,0,B
BC04BLOOD2_35542,30,2065.504817008972,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,15,B
BC04BLOOD2_35567,30,1832.1053009033203,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,15,B
BC04BLOOD2_35653,30,1469.0670166015625,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,15,B
BC04BLOOD2_35742,30,1423.1754026412964,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,15,B
BC04BLOOD2_35876,30,1744.197265625,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,15,B
BC04BLOOD2_35899,30,1363.3721907138824,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,15,B
BC04BLOOD2_35935,30,1766.8039381504059,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,15,B
BC04BLOOD2_35941,30,1509.7845621109009,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,15,B
BC04BLOOD1_41699,29,1493.865183353424,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,15,B
BC04BLOOD1_41798,29,1740.379557132721,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,15,B
BC04BLOOD1_41819,29,1525.1147894859314,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,15,B
BC04BLOOD1_41891,29,1377.3804049491882,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,15,B
BC04BLOOD1_41925,29,1390.6031804084778,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,15,B
BC04BLOOD1_41983,29,1786.7408447265625,857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,15,B
BC04BLOOD1_42114,29,1465.0277671813965,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,15,B
BC04BLOOD1_42133,29,1445.3363893032074,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,15,B
BC04BLOOD1_42176,29,1560.955741405487,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,15,B
BC04BLOOD1_42196,29,1595.09996509552,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,15,B
BC04BLOOD1_42225,29,1585.163084745407,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,15,B
BC04BLOOD1_42303,29,1568.8747973442078,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,15,B
BC04BLOOD1_42310,29,1646.0704101324081,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,15,B
BC04BLOOD1_42366,29,1530.1873834133148,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,15,B
BC04BLOOD1_42412,29,1681.3064308166504,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,15,B
BC04BLOOD1_42467,29,1757.3642468452454,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,15,B
BC04BLOOD1_42494,29,1460.0620348453522,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,15,B
BC04BLOOD1_42511,29,1606.9421560764313,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,15,B
BC04BLOOD1_42625,29,1502.2763905525208,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,15,B
BC04BLOOD1_42658,29,1618.4632794857025,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,15,B
BC04BLOOD1_42768,29,1453.438217639923,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,15,B
BC04BLOOD1_42818,29,1487.4694046974182,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,15,B
BC04BLOOD1_42831,29,1382.7067606449127,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,15,B
BC04BLOOD1_42924,29,1535.3332254886627,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,15,B
BC04BLOOD1_42984,29,1708.6048085689545,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,15,B
BC04BLOOD1_42991,29,1549.5574395656586,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,15,B
BC04BLOOD1_43031,29,1593.8448541164398,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,15,B
BC04BLOOD1_43046,29,1663.2553672790527,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,15,B
BC04BLOOD1_43070,29,1522.876469373703,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,15,B
BC04BLOOD1_43073,29,1486.171230316162,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,15,B
BC04BLOOD1_43109,29,1391.6218276023865,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,15,B
BC04BLOOD1_43229,29,1753.7474479675293,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,15,B
BC04BLOOD1_43247,29,1531.0938920974731,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,15,B
BC04BLOOD1_43271,29,1618.5705721378326,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,15,B
BC04BLOOD1_43293,29,1389.4213237762451,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,15,B
BC04BLOOD1_43353,29,1642.9728393554688,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,15,B
BC04BLOOD1_43450,29,1533.6546783447266,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,15,B
BC04BLOOD1_43496,29,1621.3793051242828,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,15,B
BC04BLOOD1_43521,29,1402.8308410644531,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,15,B
BC04BLOOD1_43694,29,1464.879326581955,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,15,B
BC04BLOOD1_43745,29,1552.321656346321,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,15,B
BC04BLOOD1_43780,29,1471.7195782661438,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,15,B
BC04BLOOD1_43798,29,1503.0870616436005,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,15,B
BC04BLOOD1_43821,29,1765.9606902599335,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,15,B
BC04BLOOD1_43886,29,1678.8086966276169,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,15,B
BC04BLOOD1_43909,29,1482.4024186134338,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,15,B
BC04BLOOD1_43934,29,1871.31631398201,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,15,B
BC04BLOOD1_43943,29,1413.1538879871368,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,15,B
BC04BLOOD1_43945,29,1757.5163054466248,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,15,B
BC04BLOOD7_57339,35,1461.2688496112823,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,15,B
BC04BLOOD7_57489,35,1493.859986782074,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,15,B
BC04BLOOD7_57658,35,1403.3051128387451,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,15,B
BC04BLOOD7_57660,35,1420.2245426177979,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,15,B
BC04BLOOD7_57672,35,1457.3978445529938,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,15,B
BC04BLOOD7_57916,35,1588.3414916992188,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,15,B
BC04BLOOD7_58066,35,1659.4958317279816,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,15,B
BC04BLOOD7_58079,35,1465.849220275879,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,15,B
BC04BLOOD7_58081,35,1486.8677740097046,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,15,B
BC04BLOOD7_58182,35,1724.8970596790314,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,15,B
BC04BLOOD7_58190,35,1647.4261701107025,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,15,B
BC04BLOOD7_58201,35,1879.1697227954865,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,15,B
BC04BLOOD7_58212,35,1477.4120032787323,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,15,B
BC04BLOOD7_58290,35,1691.7623291015625,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,15,B
BC04BLOOD7_58384,35,2450.9965584278107,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,15,B
BC04BLOOD7_58749,35,1624.5808713436127,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,15,B
BC04BLOOD7_58779,35,1489.8179671764374,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,15,B
BC04TUMOR5_60380,40,1611.2530989646912,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,5,B
BC04TUMOR5_60650,40,1479.239025592804,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,15,B
BC04TUMOR5_60805,40,1569.468560218811,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,15,B
BC04TUMOR5_61040,40,1525.0303490161896,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,10,B
BC04TUMOR5_61463,40,1494.941323518753,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,15,B
BC04TUMOR5_61469,40,1793.346211194992,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,10,B
BC04TUMOR5_61699,40,1628.1416351795197,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,10,B
BC04TUMOR5_62309,40,1571.8721857070923,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,15,B
BC04TUMOR5_62489,40,1749.387436389923,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,10,B
BC04BLOOD3_83807,31,1541.0903124809265,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,15,B
BC04BLOOD3_83829,31,1633.7800393104553,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,15,B
BC04BLOOD3_83830,31,1546.9394352436066,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,15,B
BC04BLOOD3_83970,31,1461.2256050109863,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,15,B
BC04BLOOD3_83979,31,1586.0516259670258,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,15,B
BC04BLOOD3_84002,31,1431.0572192668915,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,15,B
BC04BLOOD3_84041,31,1633.7654948234558,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,15,B
BC04BLOOD3_84097,31,1537.946281194687,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,15,B
BC04BLOOD3_84137,31,1592.4616401195526,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,15,B
BC04BLOOD3_84144,31,1382.299474954605,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,15,B
BC04BLOOD3_84182,31,1638.3749408721924,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,15,B
BC04BLOOD3_84187,31,1562.1922812461853,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,15,B
BC04BLOOD3_84191,31,1404.571545124054,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,15,B
BC04BLOOD3_84305,31,1755.8635334968567,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,15,B
BC04BLOOD3_84333,31,1752.7115051746368,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,10,B
BC04BLOOD3_84394,31,1743.0946044921875,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,15,B
BC04BLOOD3_84440,31,1461.105182170868,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,15,B
BC04BLOOD3_84500,31,1801.9763190746307,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,15,B
BC04BLOOD3_84513,31,1759.3832514286041,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,15,B
BC04BLOOD3_84526,31,1850.349137544632,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,15,B
BC04BLOOD3_84562,31,1660.351406097412,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,15,B
BC04BLOOD3_84602,31,1498.2906999588013,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,15,B
BC04BLOOD3_84634,31,1535.2959990501404,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,15,B
BC04BLOOD3_84657,31,1769.7014708518982,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,15,B
BC04BLOOD3_84739,31,1764.3268373012543,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,15,B
BC04BLOOD3_84897,31,1477.001482963562,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,15,B
BC04BLOOD3_84957,31,1892.279456615448,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,15,B
BC04BLOOD3_84983,31,1760.9361572265625,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,15,B
BC04BLOOD3_85003,31,1640.7621488571167,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,15,B
BC04BLOOD3_85052,31,1520.9030935764313,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,15,B
BC04BLOOD3_85098,31,1420.8585782051086,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,15,B
BC04BLOOD3_85156,31,1856.0958545207977,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,15,B
BC04BLOOD3_85161,31,1775.2566668987274,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,15,B
BC04BLOOD3_85195,31,1940.4818717241287,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,15,B
BC04BLOOD3_85286,31,1585.3334560394287,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,15,B
BC04BLOOD3_85318,31,1625.344384431839,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,15,B
BC04BLOOD3_85373,31,1832.23006939888,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,15,B
BC04BLOOD3_85426,31,1502.1317765712738,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,15,B
BC04BLOOD3_85436,31,1879.6737020015717,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,15,B
BC04BLOOD3_85478,31,1440.134271144867,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,15,B
BC04BLOOD3_85493,31,1582.6115159988403,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,15,B
BC04BLOOD3_85494,31,1677.1816766262054,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,15,B
BC04BLOOD3_85521,31,1405.0921235084534,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,15,B
BC04BLOOD3_85527,31,1753.5978944301605,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,15,B
BC04BLOOD3_85544,31,1444.4107284545898,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,15,B
BC04BLOOD3_85559,31,1589.0494544506073,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,15,B
BC04BLOOD3_85704,31,1776.8097202777863,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,15,B
BC04BLOOD3_85792,31,1375.7577636241913,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,15,B
BC04BLOOD3_85995,31,1627.8968992233276,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,15,B
BC04BLOOD3_86066,31,1870.4549038410187,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,15,B
BC04BLOOD3_86080,31,1657.2398760318756,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,15,B
BC04BLOOD3_86084,31,1364.2285461425781,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,15,B
BC04BLOOD3_86097,31,2065.448870897293,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,15,B
